symbol,name,cik,cusip,isin,stock_exchange,long_description,ceo,company_url,business_phone_no,hq_address1,hq_address_city,hq_address_postal_code,hq_state,hq_country,employees,sector,industry_category,first_stock_price_date,is_etf,is_actively_trading,is_adr,is_fund,image,currency,market_cap,last_price,year_high,year_low,volume_avg,annualized_dividend_amount,beta,Stock
DGX,Quest Diagnostics Incorporated,0001022079,74834L100,US74834L1008,New York Stock Exchange,"Quest Diagnostics Incorporated provides diagnostic testing, information, and services in the United States and internationally. The company develops and delivers diagnostic information services, such as routine testing, non-routine and advanced clinical testing, anatomic pathology testing, and other diagnostic information services. It offers diagnostic information services primarily under the Quest Diagnostics brand, as well as under the AmeriPath, Dermpath Diagnostics, ExamOne, and Quanum brands to patients, clinicians, hospitals, independent delivery networks, health plans, employers, direct contract entities, and accountable care organizations through a network of laboratories, patient service centers, phlebotomists in physician offices, call centers and mobile paramedics, nurses, and other health and wellness professionals. The company also provides risk assessment services for the life insurance industry; and healthcare organizations and clinicians robust information technology solutions. Quest Diagnostics Incorporated was founded in 1967 and is headquartered in Secaucus, New Jersey.",Mr. James E. Davis,https://www.questdiagnostics.com,973 520 2700,500 Plaza Drive,Secaucus,07094,NJ,US,45000,Healthcare,Medical - Diagnostics & Research,1996-12-17,False,True,False,False,https://images.financialmodelingprep.com/symbol/DGX.png,USD,18384615480,165.66,178.87,125.42,1085294,3.0,0.919,DGX
DHI,"D.R. Horton, Inc.",0000882184,23331A109,US23331A1097,New York Stock Exchange,"D.R. Horton, Inc. operates as a homebuilding company in East, North, Southeast, South Central, Southwest, and Northwest regions in the United States. It engages in the acquisition and development of land; and construction and sale of residential homes in 31 states and 98 markets under the names of D.R. Horton, America's Builder, Express Homes, Emerald Homes, and Freedom Homes. The company constructs and sells single-family detached homes; and attached homes, such as town homes, duplexes, and triplexes. It also provides mortgage financing services; and title insurance policies, and examination and closing services, as well as engages in the residential lot development business. In addition, the company develops, constructs, owns, leases, and sells multi-family and single-family rental properties; owns non-residential real estate, including ranch land and improvements; and owns and operates energy related assets. It primarily serves homebuyers. D.R. Horton, Inc. was founded in 1978 and is headquartered in Arlington, Texas.",Mr. Paul J. Romanowski,https://www.drhorton.com,817 390 8200,1341 Horton Circle,Arlington,76011,TX,US,14766,Consumer Cyclical,Residential Construction,1992-06-05,False,True,False,False,https://images.financialmodelingprep.com/symbol/DHI.png,USD,40811579730,129.51,199.85,124.23,3665452,1.6,1.806,DHI
DHR,Danaher Corporation,0000313616,235851102,US2358511028,New York Stock Exchange,"Danaher Corporation designs, manufactures, and markets professional, medical, industrial, and commercial products and services worldwide. The company operates through three segments: Life Sciences, Diagnostics, and Environmental & Applied Solutions. The Life Sciences segment provides mass spectrometers; flow cytometry, genomics, lab automation, centrifugation, particle counting and characterization; microscopes; genomics consumables; and Gene and Cell Therapy. This segment also offers bioprocess technologies, consumables, and services; and filtration, separation, and purification technologies to the pharmaceutical and biopharmaceutical, food and beverage, medical, and life sciences companies, as well as universities, medical schools and research institutions, and various industrial manufacturers. The Diagnostics segment provides chemistry, immunoassay, microbiology, and automation systems, as well as hematology, molecular, acute care, and pathology diagnostics products. This segment offers clinical instruments, reagents, consumables, software, and services for hospitals, physicians' offices, reference laboratories, and other critical care settings. The Environmental & Applied Solutions segment offers instrumentation, consumables, software, services, and disinfection systems to analyze, treat, and manage ultra-pure, potable, industrial, waste, ground, source, and ocean water in residential, commercial, industrial, and natural resource applications. This segment also provides instruments, software, services, and consumables for various color and appearance management, packaging design and quality management, packaging converting, printing, marking, coding, and traceability applications for consumer, pharmaceutical, and industrial products. The company was formerly known as Diversified Mortgage Investors, Inc. and changed its name to Danaher Corporation in 1984. Danaher Corporation was founded in 1969 and is headquartered in Washington, the District of Columbia.",Mr. Rainer M. Blair,https://www.danaher.com,202 828 0850,"2200 Pennsylvania Avenue, NW",Washington,20037-1701,DC,US,61000,Healthcare,Medical - Diagnostics & Research,1978-12-29,False,True,False,False,https://images.financialmodelingprep.com/symbol/DHR.png,USD,151804404000,212.4,281.7,196.8,4344159,1.08,0.849,DHR
DIDIY,DiDi Global Inc.,0001764757,23292E108,US23292E1082,Other OTC,"DiDi Global Inc. operates a mobility technology platform that provides ride hailing and other services in the People's Republic of China, Brazil, Mexico, and internationally. It offers ride hailing, taxi hailing, chauffeur, hitch, and other forms of shared mobility services; auto solutions comprising leasing, refueling, and maintenance and repair services; electric vehicle leasing services; and bike and e-bike sharing, intra-city freight, food delivery, and financial services. The company was formerly known as Xiaoju Kuaizhi Inc. and changed its name to DiDi Global Inc. in June 2021. DiDi Global Inc. was founded in 2012 and is headquartered in Beijing, China.",Mr. Wei  Cheng,https://www.didiglobal.com,86 10 8304 3181,Building B1 & B2,Beijing,100000,,CN,19328,Technology,Software - Application,2021-06-30,False,True,True,False,https://images.financialmodelingprep.com/symbol/DIDIY.png,USD,22215357825,4.99,5.47,0.32,7694561,0.0,0.462,DIDIY
DIS,The Walt Disney Company,0001744489,254687106,US2546871060,New York Stock Exchange,"The Walt Disney Company, together with its subsidiaries, operates as an entertainment company worldwide. It operates through two segments, Disney Media and Entertainment Distribution; and Disney Parks, Experiences and Products. The company engages in the film and episodic television content production and distribution activities, as well as operates television broadcast networks under the ABC, Disney, ESPN, Freeform, FX, Fox, National Geographic, and Star brands; and studios that produces motion pictures under the Walt Disney Pictures, Twentieth Century Studios, Marvel, Lucasfilm, Pixar, and Searchlight Pictures banners. It also offers direct-to-consumer streaming services through Disney+, Disney+ Hotstar, ESPN+, Hulu, and Star+; sale/licensing of film and television content to third-party television and subscription video-on-demand services; theatrical, home entertainment, and music distribution services; staging and licensing of live entertainment events; and post-production services by Industrial Light & Magic and Skywalker Sound. In addition, the company operates theme parks and resorts, such as Walt Disney World Resort in Florida; Disneyland Resort in California; Disneyland Paris; Hong Kong Disneyland Resort; and Shanghai Disney Resort; Disney Cruise Line, Disney Vacation Club, National Geographic Expeditions, and Adventures by Disney as well as Aulani, a Disney resort and spa in Hawaii; licenses its intellectual property to a third party for the operations of the Tokyo Disney Resort; and provides consumer products, which include licensing of trade names, characters, visual, literary, and other IP for use on merchandise, published materials, and games. Further, it sells branded merchandise through retail, online, and wholesale businesses; and develops and publishes books, comic books, and magazines. The Walt Disney Company was founded in 1923 and is based in Burbank, California.",Mr. Robert A. Iger,https://www.thewaltdisneycompany.com,818 560 1000,500 South Buena Vista Street,Burbank,91521,CA,US,177080,Communication Services,Entertainment,1957-11-12,False,True,False,False,https://images.financialmodelingprep.com/symbol/DIS.png,USD,183689541900,101.61,123.74,83.91,8783047,0.95,1.411,DIS
DKILY,"Daikin Industries,Ltd.",0001446519,23381B106,US23381B1061,Other OTC,"Daikin Industries, Ltd. manufactures, distributes, and sells air-conditioning and refrigeration equipment, and chemical products. The company's air-conditioning and refrigeration equipment products include room air-conditioning systems; air purifiers; heat-pump hot-water supply and room-heating systems; packaged air-conditioning systems; multiple air-conditioning systems for office buildings; air-conditioning systems for facilities and plants; absorption refrigerators; freezers; water chillers; turbo refrigerator equipment; air-handling units; air filters; industrial dust collectors; marine-type container refrigeration; and refrigerating and freezing showcases. The company's chemical products comprising fluorocarbons, fluoroplastics, fluoroelastomers, fluoropaints, fluoro coating agents, semiconductor-etching products, water and oil repellent agents, pharmaceuticals and intermediates, and dry air suppliers. It also provides oil hydraulics products, including oil hydraulic pumps and valves, cooling equipment and systems, inverter-controlled pump motors, hydrostatic transmissions, and centralized lubrication units and systems; and defense products consisting of warheads, warhead parts for guided missiles, and home-use oxygen therapy equipment. In addition, the company offers after sales services. It sells its products in Japan, the United States, China, Asia, Oceania, Europe /the Middle and Near East/Africa, and internationally. Daikin Industries, Ltd. was founded in 1924 and is headquartered in Osaka, Japan.",Mr. Masanori  Togawa,https://www.daikin.com,81 6 6373 4312,Umeda Center Building,Osaka,530-8323,,JP,98162,Industrials,Construction,2010-02-11,False,True,True,False,https://images.financialmodelingprep.com/symbol/DKILY.png,USD,33700991099,11.51,16.32,10.13,631323,0.2,0.99873364,DKILY
DKNG,DraftKings Inc.,0001883685,26142V105,US26142V1052,NASDAQ Global Select,"DraftKings Inc. operates a digital sports entertainment and gaming company. It offers multi-channel sports betting and gaming technologies, powering sports and gaming entertainment for operators in 17 countries. The company operates iGaming through its DraftKings brand in 5 states, as well as operates Golden Nugget Online Gaming, an iGaming product and gaming brand in 3 states. Its Sportsbook is live with mobile and/or retail betting operations in the United States pursuant to regulations in 18 states. The company's daily fantasy sports product is available in 6 countries internationally with 15 distinct sports categories. In addition, it offers DraftKings Marketplace, a digital collectibles ecosystem designed for mainstream accessibility that offers curated NFT drops and supports secondary-market transactions, as well as owns Vegas Sports Information Network (VSiN), a multi-platform broadcast and content company. DraftKings Inc. was founded in 2011 and is headquartered in Boston, Massachusetts.",Mr. Jason D. Robins,https://www.draftkings.com,617 986 6744,222 Berkeley Street,Boston,02116,MA,US,5100,Consumer Cyclical,"Gambling, Resorts & Casinos",2019-07-25,False,True,False,False,https://images.financialmodelingprep.com/symbol/DKNG.png,USD,19083786200,38.95,53.61,28.69,10368128,0.0,2.069,DKNG
DKS,"DICK'S Sporting Goods, Inc.",0001089063,253393102,US2533931026,New York Stock Exchange,"DICK'S Sporting Goods, Inc., together with its subsidiaries, operates as a sporting goods retailer primarily in the eastern United States. The company provides hardlines, including sporting goods equipment, fitness equipment, golf equipment, and hunting and fishing gear products; apparel; and footwear and accessories. It also owns and operates Sporting Goods, Golf Galaxy, Field & Stream, Public Lands, Going Going Gone!, and other specialty concept stores; and DICK'S House of Sports and Golf Galaxy Performance Center, as well as GameChanger, a youth sports mobile application for video streaming, scorekeeping, scheduling, and communications. The company sells its product through e-commerce websites and mobile applications. As of January 29, 2022, it operated 730 DICK'S Sporting Goods stores. The company was formerly known as Dick'S Clothing and Sporting Goods, Inc. and changed its name to DICK'S Sporting Goods, Inc. in April 1999. DICK'S Sporting Goods, Inc. was incorporated in 1948 and is headquartered in Coraopolis, Pennsylvania.",Ms. Lauren R. Hobart,https://www.dickssportinggoods.com,724 273 3400,345 Court Street,Coraopolis,15108,PA,US,18900,Consumer Cyclical,Specialty Retail,2002-10-16,False,True,False,False,https://images.financialmodelingprep.com/symbol/DKS.png,USD,16941906302,207.94,254.6,182.84,1271633,4.4,1.567,DKS
DLR,"Digital Realty Trust, Inc.",0001297996,253868103,US2538681030,New York Stock Exchange,"Digital Realty supports the world's leading enterprises and service providers by delivering the full spectrum of data center, colocation and interconnection solutions. PlatformDIGITALR, the company's global data center platform, provides customers a trusted foundation and proven Pervasive Datacenter Architecture PDxTM solution methodology for scaling digital business and efficiently managing data gravity challenges. Digital Realty's global data center footprint gives customers access to the connected communities that matter to them with more than 284 facilities in 48 metros across 23 countries on six continents.",Mr. Andrew P. Power,https://www.digitalrealty.com,737-281-0101,5707 Southwest Parkway,Austin,78735,TX,US,3936,Real Estate,REIT - Office,2004-10-29,False,True,False,False,https://images.financialmodelingprep.com/symbol/DLR.png,USD,50974634480,151.42,198.0,135.54,2432233,4.88,0.676,DLR
DLTR,"Dollar Tree, Inc.",0000935703,256746108,US2567461080,NASDAQ Global Select,"Dollar Tree, Inc. operates discount variety retail stores. It operates in two segments, Dollar Tree and Family Dollar. The Dollar Tree segment offers merchandise at the fixed price of $ 1.25. It provides consumable merchandise, including candy and food, and health and personal care, as well as everyday consumables, such as household paper and chemicals, and frozen and refrigerated food; variety merchandise comprising toys, durable housewares, gifts, stationery, party goods, greeting cards, softlines, arts and crafts supplies, and other items; and seasonal goods that include Christmas, Easter, Halloween, and Valentine's Day merchandise. As of January 29, 2022, this segment operated 8,061 stores under the Dollar Tree and Dollar Tree Canada brands, as well as 15 distribution centers in the United States and 2 distribution centers in Canada. The Family Dollar segment operates general merchandise retail discount stores that offer consumable merchandise, which comprise food and beverages, tobacco, health and personal care, household chemicals, paper products, hardware and automotive supplies, diapers, batteries, and pet food and supplies; and home products, including housewares, home décor, and giftware, as well as domestics, such as comforters, sheets, and towels. It also provides apparel and accessories merchandise comprising clothing, fashion accessories, and shoes; and seasonal and electronics merchandise that include Christmas, Easter, Halloween, and Valentine's Day merchandise, as well as personal electronics, which comprise pre-paid cellular phones and services, stationery and school supplies, and toys. As of January 29, 2022, this segment operated 8,016 stores under the Family Dollar brand; and 11 distribution centers. The company was founded in 1986 and is based in Chesapeake, Virginia.",Mr. Michael C. Creedon Jr.,https://www.dollartree.com,757 321 5000,500 Volvo Parkway,Chesapeake,23320,VA,US,65894,Consumer Defensive,Discount Stores,1995-03-07,False,True,False,False,https://images.financialmodelingprep.com/symbol/DLTR.png,USD,14437718460,67.14,137.14,60.49,3120522,0.0,0.909,DLTR
DNZOY,DENSO Corporation,0001446598,24872B100,US24872B1008,Other OTC,"DENSO Corporation develops, manufactures, and sells automotive parts in Japan, rest of Asia, North America, Europe, and internationally. It offers air-conditioning systems, including heat pump air-conditioning systems, control system and refrigerant products, air-conditioning system heat exchangers, bus air-conditioning systems, automotive freezers, and cooling products, as well as heating, ventilation, and air-conditioning units. The company also provides gasoline, diesel, hybrid, electric vehicle, and fuel cell vehicle power-train systems, as well as motor generators, power control units, and emission control components; and safety and cockpit systems, such as driving environment recognition, vehicle dynamic control, collision safety, visibility support, cockpit information, and information security systems, as well as other products. In addition, it offers automotive service parts and accessories comprising spark plugs, oil and cabin air filters, wiper blades, air filter elements, starters, alternators, compressors, oxygen sensors, fuel pumps, air conditioner service parts, radiators, condensers, Plasmacluster ion generators, air conditioners for busses and construction vehicles, driver status monitors, and truck refrigeration products, as well as refrigerant recovery, recycling, and charging machines; and repair and support products and services. Further, the company provides industrial solutions for factories in automotive parts production; agricultural solutions, including Profarm Controller, a climate control system for greenhouse; and household air conditioning equipment and industrial systems. DENSO Corporation was incorporated in 1949 and is based in Kariya, Japan.",Mr. Shinnosuke  Hayashi,https://www.denso.com/global/en/,81 5 6625 5511,"1-1, Showa-cho",Kariya,448-8661,,JP,162029,Consumer Cyclical,Auto - Parts,2002-07-17,False,True,True,False,https://images.financialmodelingprep.com/symbol/DNZOY.png,USD,38685183777,13.49,19.74,12.24,214344,0.39924,0.71,DNZOY
DOC,"Healthpeak Properties, Inc.",0001574540,71943U104,US71943U1043,New York Stock Exchange,"Healthpeak Properties, Inc. is a fully integrated real estate investment trust (REIT) and S&P 500 company. Healthpeak owns, operates, and develops high-quality real estate for healthcare discovery and delivery.",Mr. Scott M. Brinker,https://www.healthpeak.com,(720) 428-5050,4600 South Syracuse Street,Denver,80237,CO,US,387,Real Estate,REIT - Healthcare Facilities,1985-05-23,False,True,False,False,https://images.financialmodelingprep.com/symbol/DOC.png,USD,14083695360,20.16,23.26,17.7,4711410,1.205,1.118,DOC
DOCS,"Doximity, Inc.",0001516513,26622P107,US26622P1075,New York Stock Exchange,"Doximity, Inc. operates a cloud-based digital platform for medical professionals in the United States. The company's platform provides its members with tools built for medical professionals, enabling them to collaborate with their colleagues, coordinate patient care, conduct virtual patient visits, stay up to date with the latest medical news and research, and manage their careers. It primarily serves pharmaceutical manufacturers and healthcare systems. The company was formerly known as 3MD Communications, Inc. and changed its name to Doximity, Inc. in June 2010. Doximity, Inc. was incorporated in 2010 and is headquartered in San Francisco, California.",Mr. Jeffrey A. Tangney,https://www.doximity.com,650 549 4330,"500, 3rd Street",San Francisco,94107,CA,US,827,Healthcare,Medical - Healthcare Information Services,2021-06-24,False,True,False,False,https://images.financialmodelingprep.com/symbol/DOCS.png,USD,12397215968,66.07,85.21,22.96,2420638,0.0,1.345,DOCS
DOCU,"DocuSign, Inc.",0001261333,256163106,US2561631068,NASDAQ Global Select,"DocuSign, Inc. provides electronic signature software in the United States and internationally. The company provides e-signature solution that enables businesses to digitally prepare, sign, act on, and manage agreements. It also offers CLM, which automates workflows across the entire agreement process; Insights that use artificial intelligence (AI) to search and analyze agreements by legal concepts and clauses; Gen for Salesforce, which allows sales representatives to automatically generate agreements with a few clicks from within Salesforce; Negotiate for Salesforce that supports for approvals, document comparisons, and version control; Analyzer, which helps customers understand what they're signing before they sign it; and CLM+ that provide AI-driven contract lifecycle management. The company provides Guided Forms, which enable complex forms to be filled via an interactive and step-by-step process; Click that supports no-signature-required agreements for standard terms and consents; Identify, a signer-identification option for checking government-issued IDs; Standards-Based Signatures, which support signatures that involve digital certificates; Payments that enables customers to collect signatures and payment; Remote Online Notary is a solution using audio-visual and identify verification technologies to enable notarization; and Monitor using advanced analytics to track DocuSign eSignature web, mobile, and API account. It offers industry-specific cloud offerings, including Rooms for Real Estate that provides a way for brokers and agents to manage the entire real estate transaction digitally; Rooms for Mortgage, which offers digital workspace to create and close mortgages; FedRAMP, an authorized version of DocuSign eSignature for U.S. federal government agencies; and life sciences modules that support compliance with the electronic signature practices. The company sells its products through direct, partner-assisted, and Web-based sales. It serves enterprise, commercial, and small businesses. The company was incorporated in 2003 and is headquartered in San Francisco, California.",Mr. Allan C. Thygesen,https://www.DocuSign.com,415 489 4940,221 Main Street,San Francisco,94105,CA,US,6838,Technology,Software - Application,2018-04-27,False,True,False,False,https://images.financialmodelingprep.com/symbol/DOCU.png,USD,18100581100,89.39,107.86,48.7,2470593,0.0,1.024,DOCU
DOV,Dover Corporation,0000029905,260003108,US2600031080,New York Stock Exchange,"Dover Corporation provides equipment and components, consumable supplies, aftermarket parts, software and digital solutions, and support services worldwide. The Engineered Products segment provides various equipment, component, software, solution, and services that are used in aftermarket vehicle service, solid waste handling, industrial automation, aerospace and defense, industrial winch and hoist, and fluid dispensing end-market. This segment also offers manual and power clamp, rotary and linear mechanical indexer, conveyor, pick and place unit, glove port, and manipulator, as well as end-of-arm robotic gripper, slide, and end effector. Its Clean Energy & Fueling segment offers component, equipment, and software and service solution enabling safe transport of traditional and clean fuel, and other hazardous substance along with supply chain, as well as operation of convenience retail, retail fueling, and vehicle wash establishment. The Imaging and Identification segment provides precision marking and coding; packaging intelligence; product traceability equipment; brand protection; and digital textile printing equipment, as well as related consumable, software, and service to packaged and consumer good, pharmaceutical, industrial manufacturing, fashion and apparel, and other end-market. Its Pumps and Process Solutions segment manufactures specialty pump, connector, and flow meter, fluid connecting solution, plastics and polymer processing equipment, and engineered components for rotating and reciprocating machines. The Climate & Sustainability Technologies segment manufactures refrigeration system, refrigeration display case, commercial glass refrigerator and freezer door, and brazed plate heat exchanger for industrial heating and cooling, and residential climate control applications. It sells its products directly and through a network of distributors. The company was incorporated in 1947 and is headquartered in Downers Grove, Illinois.",Mr. Richard Joseph Tobin,https://www.dovercorporation.com,630 541 1540,3005 Highland Parkway,Downers Grove,60515,IL,US,24000,Industrials,Industrial - Machinery,1980-03-17,False,True,False,False,https://images.financialmodelingprep.com/symbol/DOV.png,USD,25488171500,185.74,222.31,168.2,927645,2.055,1.241,DOV
DOW,Dow Inc.,0001751788,260557103,US2605571031,New York Stock Exchange,"Dow Inc. provides various materials science solutions for packaging, infrastructure, mobility, and consumer applications in the United States, Canada, Europe, the Middle East, Africa, India, the Asia Pacific, and Latin America. It operates through Packaging & Specialty Plastics, Industrial Intermediates & Infrastructure, and Performance Materials & Coatings segments. The Packaging & Specialty Plastics segment provides ethylene, and propylene and aromatics products; and polyethylene, polyolefin elastomers, ethylene vinyl acetate, and ethylene propylene diene monomer rubbers. The Industrial Intermediates & Infrastructure segment offers ethylene oxides, propylene oxides, propylene glycol and polyether polyols, aromatic isocyanates and polyurethane systems, coatings, adhesives, sealants, elastomers, and composites. This segment also provides caustic soda, and ethylene dichloride and vinyl chloride monomers; and cellulose ethers, redispersible latex powders, and acrylic emulsions. The Performance Materials and Coatings segment provides architectural paints and coatings, and industrial coatings that are used in maintenance and protective industries, wood, metal packaging, traffic markings, thermal paper, and leather; performance silicones and specialty materials; and silicone feedstocks and intermediates. It also engages in property and casualty insurance, as well as reinsurance business. Dow Inc. was incorporated in 2018 and is headquartered in Midland, Michigan.",Mr. James R. Fitterling,https://www.dow.com,989 636 1000,2211 H.H. Dow Way,Midland,48674,MI,US,36000,Basic Materials,Chemicals,2019-03-20,False,True,False,False,https://images.financialmodelingprep.com/symbol/DOW.png,USD,24859346240,35.32,60.69,35.225,7329857,2.8,1.159,DOW
DPZ,"Domino's Pizza, Inc.",0001286681,25754A201,US25754A2015,NASDAQ Global Select,"Domino's Pizza, Inc., through its subsidiaries, operates as a pizza company in the United States and internationally. It operates through three segments: U.S. Stores, International Franchise, and Supply Chain. The company offers pizzas under the Domino's brand name through company-owned and franchised stores. It also provides oven-baked sandwiches, pasta, boneless chicken and chicken wings, bread and dips side items, desserts, and soft drink products. As of January 2, 2022, the company operated approximately 18,800 stores in 90 markets. Domino's Pizza, Inc. was founded in 1960 and is based in Ann Arbor, Michigan.",Mr. Russell J. Weiner,https://www.dominos.com,734 930 3030,30 Frank Lloyd Wright Drive,Ann Arbor,48105,MI,US,6400,Consumer Cyclical,Restaurants,2004-07-13,False,True,False,False,https://images.financialmodelingprep.com/symbol/DPZ.png,USD,15785880190,460.27,542.75,396.06,642015,6.27,1.063,DPZ
DRI,"Darden Restaurants, Inc.",0000940944,237194105,US2371941053,New York Stock Exchange,"Darden Restaurants, Inc., through its subsidiaries, owns and operates full-service restaurants in the United States and Canada. As of May 29, 2022, it owned and operated 1,867 restaurants, which included 884 under the Olive Garden brand, 546 under the LongHorn Steakhouse brand name, 172 under the Cheddar's Scratch Kitchen brand, 85 under the Yard House brand name, 62 under The Capital Grille brand, 45 under the Seasons 52 brand name, 42 under the Bahama Breeze brand, 28 under the Eddie V's Prime Seafood brand name, and 3 under the Capital Burger brand; and franchised 60 restaurants comprising 35 under the Olive Garden brand, 18 under the LongHorn Steakhouse brand name, 4 under the Cheddar's Scratch Kitchen brand, 2 under The Capital Grille brand name, and 1 under the Bahama Breeze brand.Darden Restaurants, Inc. was founded in 1968 and is based in Orlando, Florida.",Mr. Ricardo  Cardenas CPA,https://www.darden.com,407 245 4000,1000 Darden Center Drive,Orlando,32837,FL,US,191105,Consumer Cyclical,Restaurants,1995-05-09,False,True,False,False,https://images.financialmodelingprep.com/symbol/DRI.png,USD,24269343990,207.17,210.47,135.87,1230523,5.51,1.272,DRI
DSCSY,Disco Corporation,0001671750,25461D100,US25461D1000,Other OTC,"Disco Corporation manufactures and sells precision cutting, grinding, and polishing machines in Japan and internationally. The company's precision machines include dicing saws, laser saws, grinders, polishers, wafer mounters, die separators, surface planers, and waterjet saws, as well as products for dicing before grinding process and package singulation. It also offers precision processing tools comprising dicing blades, grinding wheels, and dry polishing wheels; and other products, such as accessory equipment, as well as frames and cassettes, and additives for cutting waters. In addition, the company is involved in the disassembly and recycling of precision cutting, grinding, and polishing machines, as well as provides training services for the maintenance and operation of its products. Further, it leases precision machines; and purchases and sells used machines. The company was founded in 1937 and is headquartered in Tokyo, Japan.",Mr. Kazuma  Sekiya,https://www.disco.co.jp,81 3 4590 1111,13-11 Omori-Kita 2-chome,Tokyo,143-8580,,JP,4886,Technology,Semiconductors,2021-01-08,False,True,True,False,https://images.financialmodelingprep.com/symbol/DSCSY.png,USD,24914262011,22.99,42.93,21.21,249455,0.22704,0.638,DSCSY
DT,"Dynatrace, Inc.",0001773383,268150109,US2681501092,New York Stock Exchange,"Dynatrace, Inc. provides a software intelligence platform for dynamic multi-cloud environments. It operates Dynatrace, a software intelligence platform, which provides application and microservices monitoring, runtime application security, infrastructure monitoring, digital experience monitoring, business analytics, and cloud automation. Its platform allows its customers to modernize and automate IT operations, develop and release software, and enhance user experiences. The company also offers implementation, consulting, and training services. Dynatrace, Inc. markets its products through a combination of direct sales team and a network of partners, including resellers, system integrators, and managed service providers. It serves customers in various industries comprising banking, insurance, retail, manufacturing, travel, and software. The company operates in North America, Europe, the Middle East, Africa, the Asia Pacific, and Latin America. Dynatrace, Inc. was founded in 2005 and is headquartered in Waltham, Massachusetts.",Mr. Rick M. McConnell,https://www.dynatrace.com,781 530 1000,1601 Trapelo Road,Waltham,02451,MA,US,4700,Technology,Software - Application,2019-08-01,False,True,False,False,https://images.financialmodelingprep.com/symbol/DT.png,USD,15320733000,51.18,63.0,39.42,3086542,0.0,1.116,DT
DTE,DTE Energy Company,0000936340,233331107,US2333311072,New York Stock Exchange,"DTE Energy Company engages in the utility operations. The company's Electric segment generates, purchases, distributes, and sells electricity to approximately 2.3 million residential, commercial, and industrial customers in southeastern Michigan. It generates electricity through fossil-fuel, hydroelectric pumped storage, and nuclear plants, as well as wind and other renewable assets. This segment owns and operates approximately 698 distribution substations and 449,800 line transformers. The company's Gas segment purchases, stores, transports, distributes, and sells natural gas to approximately 1.3 million residential, commercial, and industrial customers throughout Michigan; and sells storage and transportation capacity. This segment has approximately 20,000 miles of distribution mains; 1,304,000 service pipelines; and 1,305,000 active meters, as well as owns approximately 2,000 miles of transmission pipelines. The company's Power and Industrial Projects segment offers metallurgical coke; pulverized coal and petroleum coke to the steel, pulp and paper, and other industries; and power, steam and chilled water production, and wastewater treatment services, as well as supplies compressed air to industrial customers. Its Energy Trading segment engages in power, natural gas, and environmental marketing and trading; structured transactions; and the optimization of contracted natural gas pipeline transportation and storage positions. The company was founded in 1903 and is headquartered in Detroit, Michigan.",Mr. Gerardo  Norcia,https://newlook.dteenergy.com,313 235 4000,One Energy Plaza,Detroit,48226-1279,MI,US,9500,Utilities,Regulated Electric,1970-01-02,False,True,False,False,https://images.financialmodelingprep.com/symbol/DTE.png,USD,27911171000,134.5,138.22,103.06,1278340,4.22,0.601,DTE
DUK,Duke Energy Corporation,0001326160,26441C204,US26441C2044,New York Stock Exchange,"Duke Energy Corporation, together with its subsidiaries, operates as an energy company in the United States. It operates through three segments: Electric Utilities and Infrastructure, Gas Utilities and Infrastructure, and Commercial Renewables. The Electric Utilities and Infrastructure segment generates, transmits, distributes, and sells electricity in the Carolinas, Florida, and the Midwest; and uses coal, hydroelectric, natural gas, oil, renewable generation, and nuclear fuel to generate electricity. It also engages in the wholesale of electricity to municipalities, electric cooperative utilities, and load-serving entities. This segment serves approximately 8.2 million customers in 6 states in the Southeast and Midwest regions of the United States covering a service territory of approximately 91,000 square miles; and owns approximately 50,259 megawatts (MW) of generation capacity. The Gas Utilities and Infrastructure segment distributes natural gas to residential, commercial, industrial, and power generation natural gas customers; and owns, operates, and invests in pipeline transmission and natural gas storage facilities. It has approximately 1.6 million customers, including 1.1 million customers in North Carolina, South Carolina, and Tennessee, as well as 550,000 customers in southwestern Ohio and northern Kentucky. The Commercial Renewables segment acquires, owns, develops, builds, and operates wind and solar renewable generation projects, including nonregulated renewable energy and energy storage services to utilities, electric cooperatives, municipalities, and corporate customers. It has 23 wind, 178 solar, and 2 battery storage facilities, as well as 71 fuel cell locations with a capacity of 3,554 MW across 22 states. The company was formerly known as Duke Energy Holding Corp. and changed its name to Duke Energy Corporation in April 2005. The company was founded in 1904 and is headquartered in Charlotte, North Carolina.",Ms. Lynn J. Good,https://www.duke-energy.com,704 382 3853,526 South Church Street,Charlotte,28202-1803,NC,US,26413,Utilities,Regulated Electric,1980-03-17,False,True,False,False,https://images.financialmodelingprep.com/symbol/DUK.png,USD,90196713760,116.08,121.47,92.75,3739569,4.16,0.465,DUK
DUOL,"Duolingo, Inc.",0001562088,26603R106,US26603R1068,NASDAQ Global Select,"Duolingo, Inc. develops a language-learning website and mobile app in the United States and China. The company offers courses in 40 different languages, including Spanish, English, French, Japanese, German, Italian, Chinese, Portuguese, and others. It also provides a digital language proficiency assessment exam. The company was incorporated in 2011 and is headquartered in Pittsburgh, Pennsylvania.",Dr. Luis Alfonso von Ahn Arellano Ph.D.,https://www.duolingo.com,412 567 6602,5900 Penn Avenue,Pittsburgh,15206,PA,US,830,Technology,Software - Application,2021-07-28,False,True,False,False,https://images.financialmodelingprep.com/symbol/DUOL.png,USD,15405175103,340.5,441.765,145.05,822579,0.0,0.922,DUOL
